match_key,日期及時間,序,配比 ,耗用骨材1,耗用骨材2,耗用骨材3,耗用水,耗用泥料1,耗用泥料2,耗用泥料3,耗用泥料4,耗用藥劑1,耗用藥劑2,耗用藥劑3,耗用藥劑4,耗用小計,表面水骨材1,誤差%水,誤差%骨材1,誤差%骨材2,坍度(cm),混凝土溫度(℃),試體1強度(X1),試體2強度(X2),試體3強度(X3),加料轉速,慢速轉速,中速轉速,高速轉速,加料時間,慢速時間,中速時間,高速時間,總降水量,cp_key,類型,入池,蒸養池,離心開始,離心結束,母體,平均強度,強度_原始,強度_修正,環境溫度,環境濕度,膠結料總量,水灰比,水膠比,骨材總量,砂石比,粗骨材總量,水泥取代率,矽灰取代率,爐石取代率,漿體比例,粗細骨材比,月份,拌合米數,平均電流,最大電流,電流標準差,最終電流,穩定階段平均電流,單位體積穩定電流,砂_FM,砂_Mud,六分_FM,三分_FM,水泥砂漿_28天平均強度,水泥_流動性,水泥砂漿_7天平均強度,設定扣水率(%),扣水率_變動幅度,扣水率_是否變更,水量微調偏離度,蒸養實際平均溫度,蒸養實際總積溫,蒸養實際階段1溫度,蒸養實際階段2溫度,蒸養實際階段3溫度,實際離心平均轉速,實際離心平均電流,實際離心總能量,日期,配比
20240401082613,2024-04-01 08:26:13,11,M60-17,598,830,0,74,197,19,0,45,0.0,0.0,0.0,1.94,1764.94,9.0,1.37,-0.5,0.48,,,,,,270.0,320.0,530.0,900.0,15.0,5.0,2.0,10.0,0.0,20240401_11,中型,1005.0,1.0,,,M60,,,0.0,24.2,81.0,261,0.376,0.284,1428,0.419,830,24.5,7.3,17.2,19.0,1.388,4,0.75,70.53076923076924,84.0,8.44992609770261,63.260000000000005,69.69062500000001,92.921,2.9396,,6.14,6.61,486.33333333333337,18.7,295.1333333333333,9.0,0.0,0,-6.69,64.26190476190477,449.8333333333334,,,,,,,2024-04-01,M60-17
20240401083112,2024-04-01 08:31:12,12,M60-17,590,817,0,73,197,18,0,44,0.0,0.0,0.0,1.93,1740.93,9.0,1.39,-0.34,0.25,,,,,,270.0,320.0,530.0,900.0,15.0,5.0,2.0,10.0,0.0,20240401_12,中型,1005.0,1.0,,,M60,,,0.0,24.2,81.0,259,0.371,0.282,1407,0.419,817,23.9,6.9,17.0,19.1,1.385,4,0.74,67.67912087912087,85.1,8.441075871268373,64.24,64.78437500000001,87.546,2.9396,,6.14,6.61,486.33333333333337,18.7,295.1333333333333,9.0,0.0,0,-7.69,64.26190476190477,449.8333333333334,,,,,,,2024-04-01,M60-17
20240401091928,2024-04-01 09:19:28,17,M60-17,570,797,0,72,190,18,0,43,0.0,0.0,0.0,1.9,1691.9,9.0,2.86,-1.04,0.5,,,,,,260.0,320.0,530.0,840.0,15.0,4.0,2.0,9.0,0.0,20240401_17,中型,1005.0,1.0,,,M60,,,0.0,24.2,81.0,251,0.379,0.287,1367,0.417,797,24.3,7.2,17.1,19.1,1.398,4,0.72,66.61304347826086,83.2,8.326035872246512,61.36,62.63333333333333,86.991,2.9396,,6.14,6.61,486.33333333333337,18.7,295.1333333333333,9.0,0.0,0,-8.69,64.26190476190477,449.8333333333334,,,,,,,2024-04-01,M60-17
20240401092543,2024-04-01 09:25:43,18,M60-17,570,784,0,70,188,20,0,43,0.0,0.0,0.0,1.85,1676.85,9.0,1.45,0.35,0.26,,,,,,260.0,320.0,530.0,840.0,15.0,4.0,2.0,9.0,0.0,20240401_18,中型,1005.0,1.0,,,M60,,,0.0,24.2,81.0,251,0.372,0.279,1354,0.421,784,25.1,8.0,17.1,19.2,1.375,4,0.71,68.55326086956521,83.5,7.642422377853261,65.74000000000001,66.84848484848484,94.153,2.9396,,6.14,6.61,486.33333333333337,18.7,295.1333333333333,9.0,0.0,0,-10.69,64.26190476190477,449.8333333333334,,,,,,,2024-04-01,M60-17
20240401143050,2024-04-01 14:30:50,40,M60-24,790,1103,0,103,267,27,0,59,0.0,0.0,0.0,2.91,2351.91,8.5,0.98,-0.75,0.18,4.0,29.3,624.0,584.0,624.0,270.0,320.0,530.0,900.0,13.0,3.0,2.0,10.0,6.5,20240401_40,中型,1518.0,3.0,,,M60,610.7,624.0,610.6666666666666,29.0,50.0,353,0.386,0.292,1893,0.417,1103,24.4,7.6,16.7,19.4,1.396,4,1.0,76.07608695652173,107.2,12.920966863516474,67.84,73.82727272727271,73.827,2.9396,,6.14,6.61,486.33333333333337,18.7,295.1333333333333,8.5,-0.5,1,18.48,55.0245283018868,973.9341509433964,,,,,,,2024-04-01,M60-24
20240401143553,2024-04-01 14:35:53,41,M60-24,556,773,0,68,187,19,0,42,0.0,0.0,0.0,2.07,1647.07,9.5,3.03,-1.24,0.26,,,,,,270.0,320.0,530.0,900.0,13.0,3.0,2.0,10.0,6.5,20240401_41,中型,1518.0,3.0,,,M60,,,0.0,25.1,81.5,248,0.364,0.274,1329,0.418,773,24.6,7.7,16.9,19.2,1.39,4,0.7,63.33846153846153,81.7,7.751239095992716,58.220000000000006,60.203125,86.004,2.9396,,6.14,6.61,486.33333333333337,18.7,295.1333333333333,9.5,1.0,1,-7.84,55.0245283018868,973.9341509433964,,,,,,,2024-04-01,M60-24
20240402082647,2024-04-02 08:26:47,11,M60-17,594,829,0,74,200,19,0,44,0.0,0.0,0.0,1.96,1761.96,9.0,1.37,-1.16,0.36,,,,,,270.0,320.0,530.0,900.0,13.0,5.0,2.0,10.0,0.0,20240402_11,中型,1000.0,1.0,,,M60,,,0.0,26.3,73.6,263,0.37,0.281,1423,0.417,829,24.0,7.2,16.7,19.1,1.396,4,0.75,70.66145833333333,85.0,7.402707412827454,69.16,68.05882352941178,90.745,2.9396,,6.14,6.61,486.33333333333337,18.7,295.1333333333333,9.0,-0.5,1,-6.69,63.79761904761905,446.58333333333337,,,,,,,2024-04-02,M60-17
20240402083202,2024-04-02 08:32:02,12,M60-17,582,819,0,73,195,20,0,46,0.0,0.0,0.0,1.93,1736.93,9.0,1.39,-1.69,0.49,,,,,,270.0,320.0,530.0,900.0,13.0,5.0,2.0,10.0,0.0,20240402_12,中型,1000.0,1.0,,,M60,,,0.0,26.3,73.6,261,0.374,0.28,1401,0.415,819,25.3,7.7,17.6,19.3,1.407,4,0.74,68.84891304347825,85.9,8.429187058708536,64.02,67.6969696969697,91.482,2.9396,,6.14,6.61,486.33333333333337,18.7,295.1333333333333,9.0,0.0,0,-7.69,63.79761904761905,446.58333333333337,,,,,,,2024-04-02,M60-17
20240402091633,2024-04-02 09:16:33,15,M60-17,568,797,0,72,190,17,0,43,0.0,0.0,0.0,1.89,1688.89,9.0,2.86,-1.39,0.5,,,,,,260.0,320.0,530.0,840.0,15.0,4.0,2.0,9.0,0.0,20240402_15,中型,1000.0,1.0,,,M60,,,0.0,26.3,73.6,250,0.379,0.288,1365,0.416,797,24.0,6.8,17.2,19.1,1.403,4,0.72,66.7,85.4,8.348363003317766,62.260000000000005,64.64375000000001,89.783,2.9396,,6.14,6.61,486.33333333333337,18.7,295.1333333333333,9.0,0.0,0,-8.69,63.79761904761905,446.58333333333337,,,,,,,2024-04-02,M60-17
20240402092100,2024-04-02 09:21:00,16,M60-17,566,785,0,70,188,18,0,42,0.0,0.0,0.0,1.91,1670.91,9.0,1.45,-0.35,0.38,,,,,,260.0,320.0,530.0,840.0,15.0,4.0,2.0,9.0,0.0,20240402_16,中型,1000.0,1.0,,,M60,,,0.0,26.3,73.6,248,0.372,0.282,1351,0.419,785,24.2,7.3,16.9,19.1,1.387,4,0.71,69.80212765957445,82.8,8.030765029710834,62.86,69.22121212121212,97.495,2.9396,,6.14,6.61,486.33333333333337,18.7,295.1333333333333,9.0,0.0,0,-10.69,63.79761904761905,446.58333333333337,,,,,,,2024-04-02,M60-17
20240402143705,2024-04-02 14:37:05,39,M60-24,778,1103,0,115,265,29,0,60,0.0,0.0,0.0,2.95,2352.95,7.0,1.77,-0.89,0.18,4.5,30.5,645.0,649.0,658.0,270.0,320.0,530.0,900.0,13.0,4.0,2.0,10.0,0.0,20240402_39,中型,1525.0,3.0,,,M60,650.7,645.0,650.6666666666666,30.0,50.0,354,0.434,0.325,1881,0.414,1103,25.1,8.2,16.9,20.0,1.418,4,1.0,76.509900990099,105.9,11.907435940758464,66.1,77.40857142857143,77.409,2.9396,,6.14,6.61,486.33333333333337,18.7,295.1333333333333,7.0,-2.0,1,17.93,55.82626262626262,981.6117845117844,,,,,,,2024-04-02,M60-24
20240402144147,2024-04-02 14:41:47,40,M60-24,549,772,0,76,186,20,0,41,0.0,0.0,0.0,2.07,1646.07,8.0,2.7,-1.08,0.13,,,,,,270.0,320.0,530.0,900.0,13.0,4.0,2.0,10.0,0.0,20240402_40,中型,1525.0,3.0,,,M60,,,0.0,26.6,77.0,247,0.409,0.308,1321,0.416,772,24.7,8.1,16.6,19.6,1.406,4,0.7,64.20989010989011,80.4,7.902733633941047,59.42,60.5,86.429,2.9396,,6.14,6.61,486.33333333333337,18.7,295.1333333333333,8.0,1.0,1,-14.86,55.82626262626262,981.6117845117844,,,,,,,2024-04-02,M60-24
20240403083320,2024-04-03 08:33:20,11,M60-17,585,829,0,80,199,21,0,46,0.0,0.0,0.0,1.98,1761.98,8.0,1.27,-1.68,0.36,,,,,,,,,,,,,,0.0,20240403_11,,,,,,M60,,,0.0,28.1,63.7,266,0.402,0.301,1414,0.414,829,25.2,7.9,17.3,19.7,1.417,4,0.75,71.41000000000001,89.3,8.27143075088383,63.6,69.46666666666667,92.622,2.9396,,6.71,6.61,486.33333333333337,18.7,295.1333333333333,8.0,0.0,0,-10.86,,,,,,,,,2024-04-03,M60-17
20240403083933,2024-04-03 08:39:33,12,M60-17,586,819,0,79,197,19,0,48,0.0,0.0,0.0,1.95,1749.95,8.0,1.28,0.0,0.49,,,,,,,,,,,,,,0.0,20240403_12,,,,,,M60,,,0.0,28.1,63.7,264,0.401,0.299,1405,0.417,819,25.4,7.2,18.2,19.6,1.398,4,0.74,70.37924528301886,88.8,8.223582254150537,63.52,69.67297297297299,94.153,2.9396,,6.71,6.61,486.33333333333337,18.7,295.1333333333333,8.0,0.0,0,-11.86,,,,,,,,,2024-04-03,M60-17
20240403091735,2024-04-03 09:17:35,16,M60-17,575,797,0,68,195,22,0,42,0.0,0.0,0.0,1.9,1700.9,9.5,0.0,-0.52,0.5,,,,,,,,,,,,,,0.0,20240403_16,,,,,,M60,,,0.0,28.1,63.7,259,0.349,0.263,1372,0.419,797,24.7,8.5,16.2,19.2,1.386,4,0.72,66.54835164835164,82.4,8.417111856700703,61.02,63.196875,87.773,2.9396,,6.71,6.61,486.33333333333337,18.7,295.1333333333333,9.5,1.5,1,-7.84,,,,,,,,,2024-04-03,M60-17
20240403092211,2024-04-03 09:22:11,17,M60-17,569,784,0,67,189,20,0,45,0.0,0.0,0.0,1.89,1675.89,9.5,1.52,-0.35,0.26,,,,,,,,,,,,,,0.0,20240403_17,,,,,,M60,,,0.0,28.1,63.7,254,0.354,0.264,1353,0.421,784,25.6,7.9,17.7,19.2,1.378,4,0.71,64.77582417582418,81.0,8.007954021935785,60.81999999999999,62.26875,87.702,2.9396,,6.71,6.61,486.33333333333337,18.7,295.1333333333333,9.5,0.0,0,-8.84,,,,,,,,,2024-04-03,M60-17
20240403143723,2024-04-03 14:37:23,37,M60-24,795,1103,0,104,268,29,0,60,0.0,0.0,0.0,2.9,2361.9,8.5,1.96,-0.13,0.18,,,,,,,,,,,,,,0.0,20240403_37,,,,,,M60,,,0.0,27.0,72.5,357,0.388,0.291,1898,0.419,1103,24.9,8.1,16.8,19.5,1.387,4,1.0,72.10967741935484,101.2,11.932138444257632,65.84,66.74374999999999,66.744,2.9396,,6.71,6.61,486.33333333333337,18.7,295.1333333333333,8.5,-1.0,1,19.48,,,,,,,,,2024-04-03,M60-24
20240403144239,2024-04-03 14:42:39,38,M60-24,545,750,0,67,183,19,0,42,0.0,0.0,0.0,2.0,1608.0,9.5,3.08,-0.18,0.13,,,,,,,,,,,,,,0.0,20240403_38,,,,,,M60,,,0.0,27.0,72.5,244,0.366,0.275,1295,0.421,750,25.0,7.8,17.2,19.4,1.376,4,0.68,64.11428571428571,81.0,8.339652026215923,58.36,60.840625,89.472,2.9396,,6.71,6.61,486.33333333333337,18.7,295.1333333333333,9.5,1.0,1,-8.84,,,,,,,,,2024-04-03,M60-24
20240408082946,2024-04-08 08:29:46,11,M60-17,586,831,0,88,199,19,0,46,0.0,0.0,0.0,1.95,1770.95,6.5,1.15,-0.17,0.61,,,,,,,,,,,,,,0.0,20240408_11,,,,,,M60,,,0.0,24.4,84.4,264,0.442,0.333,1417,0.414,831,24.6,7.2,17.4,19.9,1.418,4,0.75,73.38691588785048,89.4,9.118483683916956,66.52000000000001,74.01052631578946,98.681,2.9396,5.42,6.7,6.61,486.33333333333337,18.7,295.1333333333333,6.5,-3.0,1,-10.69,,,,,,,,,2024-04-08,M60-17
20240408083447,2024-04-08 08:34:47,12,M60-17,576,819,0,89,198,18,0,45,0.0,0.0,0.0,1.9,1746.9,6.0,1.14,0.0,0.49,,,,,,,,,,,,,,0.0,20240408_12,,,,,,M60,,,0.0,24.4,84.4,261,0.449,0.341,1395,0.413,819,24.1,6.9,17.2,20.1,1.422,4,0.74,69.59223300970874,86.7,8.516684816076387,62.3,68.05,91.959,2.9396,5.42,6.7,6.61,486.33333333333337,18.7,295.1333333333333,6.0,-0.5,1,-11.41,,,,,,,,,2024-04-08,M60-17
20240408091611,2024-04-08 09:16:11,17,M60-17,564,798,0,86,191,18,0,45,0.0,0.0,0.0,1.87,1703.87,6.5,2.38,0.36,0.63,,,,,,,,,,,,,,0.0,20240408_17,,,,,,M60,,,0.0,24.4,84.4,254,0.45,0.339,1362,0.414,798,24.8,7.1,17.7,20.0,1.415,4,0.72,66.57032967032967,83.3,7.993438167489089,63.6,62.70625,87.092,2.9396,5.42,6.7,6.61,486.33333333333337,18.7,295.1333333333333,6.5,0.5,1,-12.69,,,,,,,,,2024-04-08,M60-17
20240408092051,2024-04-08 09:20:51,18,M60-17,558,786,0,81,191,18,0,45,0.0,0.0,0.0,1.85,1680.85,7.0,1.25,0.18,0.51,,,,,,,,,,,,,,0.0,20240408_18,,,,,,M60,,,0.0,24.4,84.4,254,0.424,0.319,1344,0.415,786,24.8,7.1,17.7,20.0,1.409,4,0.71,68.9701030927835,84.3,8.039299925263451,60.42,69.13823529411764,97.378,2.9396,5.42,6.7,6.61,486.33333333333337,18.7,295.1333333333333,7.0,0.5,1,-16.07,,,,,,,,,2024-04-08,M60-17
20240408131050,2024-04-08 13:10:50,33,M60-24,896,1261,0,126,305,30,0,66,0.0,0.0,0.0,3.33,2687.33,7.5,1.61,-0.44,0.48,,,,,,,,,,,,,,0.0,20240408_33,,,,,,M60,,,0.0,24.6,83.2,401,0.413,0.314,2157,0.415,1261,23.9,7.5,16.5,19.6,1.407,4,1.14,76.86119402985075,111.1,11.691219504383016,69.02,74.72765957446808,65.551,2.9396,5.42,6.7,6.61,486.33333333333337,18.7,295.1333333333333,7.5,0.5,1,32.71,,,,,,,,,2024-04-08,M60-24
20240408131557,2024-04-08 13:15:57,34,M60-24,892,1260,0,130,304,31,0,68,0.0,0.0,0.0,3.33,2688.33,7.0,1.56,-0.45,0.4,,,,,,,,,,,,,,0.0,20240408_34,,,,,,M60,,,0.0,24.6,83.2,403,0.428,0.323,2152,0.414,1260,24.6,7.7,16.9,19.9,1.413,4,1.14,73.21891891891892,110.9,11.942093871615263,67.33999999999999,69.12820512820512,60.639,2.9396,5.42,6.7,6.61,486.33333333333337,18.7,295.1333333333333,7.0,-0.5,1,32.93,,,,,,,,,2024-04-08,M60-24
20240408143508,2024-04-08 14:35:08,41,M60-24,782,1105,0,115,268,27,0,60,0.0,0.0,0.0,2.94,2359.94,7.0,1.77,-0.38,0.36,,,,,,,,,,,,,,0.0,20240408_41,,,,,,M60,,,0.0,24.6,83.2,355,0.429,0.324,1887,0.414,1105,24.5,7.6,16.9,19.9,1.413,4,1.0,73.48617021276597,98.4,10.287315067119144,69.72,71.58484848484848,71.585,2.9396,5.42,6.7,6.61,486.33333333333337,18.7,295.1333333333333,7.0,0.0,0,17.93,,,,,,,,,2024-04-08,M60-24
20240408144051,2024-04-08 14:40:51,42,M60-24,533,753,0,73,183,17,0,41,0.0,0.0,0.0,2.02,1602.02,8.0,1.39,-1.11,0.53,,,,,,,,,,,,,,0.0,20240408_42,,,,,,M60,,,0.0,24.6,83.2,241,0.399,0.303,1286,0.414,753,24.1,7.1,17.0,19.6,1.413,4,0.68,65.06593406593407,81.7,7.669465929515845,59.61999999999999,62.39375,91.756,2.9396,5.42,6.7,6.61,486.33333333333337,18.7,295.1333333333333,8.0,1.0,1,-17.86,,,,,,,,,2024-04-08,M60-24
20240408152922,2024-04-08 15:29:22,49,M60-24,761,1061,0,103,256,26,0,58,0.0,0.0,0.0,2.84,2267.84,8.0,1.98,0.0,0.38,,,,,,,,,,,,,,0.0,20240408_49,,,,,,M60,,,0.0,24.6,83.2,340,0.402,0.303,1822,0.418,1061,24.7,7.6,17.1,19.6,1.394,4,0.96,74.98500000000001,98.2,9.832714528552124,73.82000000000001,72.09428571428572,75.098,2.9396,5.42,6.7,6.61,486.33333333333337,18.7,295.1333333333333,8.0,0.0,0,12.14,,,,,,,,,2024-04-08,M60-24
20240408153451,2024-04-08 15:34:51,50,M60-24,760,1061,0,99,257,26,0,60,0.0,0.0,0.0,2.83,2265.83,8.5,2.06,-0.65,0.38,,,,,,,,,,,,,,0.0,20240408_50,,,,,,M60,,,0.0,24.6,83.2,343,0.385,0.289,1821,0.417,1061,25.1,7.6,17.5,19.5,1.396,4,0.96,75.04193548387096,101.4,11.022131427275704,70.53999999999999,73.35624999999999,76.413,2.9396,5.42,6.7,6.61,486.33333333333337,18.7,295.1333333333333,8.5,0.5,1,14.48,,,,,,,,,2024-04-08,M60-24
20240408162311,2024-04-08 16:23:11,56,M60-24,763,1061,0,100,257,26,0,59,0.0,0.0,0.0,2.81,2268.81,8.5,3.09,-0.26,0.38,,,,,,,,,,,,,,0.0,20240408_56,,,,,,M60,,,0.0,24.6,83.2,342,0.389,0.292,1824,0.418,1061,24.9,7.6,17.3,19.5,1.391,4,0.96,79.84424778761061,108.8,11.750021186598088,71.02000000000001,79.55897435897435,82.874,2.9396,5.42,6.7,6.61,486.33333333333337,18.7,295.1333333333333,8.5,0.0,0,15.48,,,,,,,,,2024-04-08,M60-24
20240408163033,2024-04-08 16:30:33,57,M60-24,759,1061,0,103,257,24,0,58,0.0,0.0,0.0,2.8,2264.8,8.0,1.98,-0.26,0.38,,,,,,,,,,,,,,0.0,20240408_57,,,,,,M60,,,0.0,24.6,83.2,339,0.401,0.304,1820,0.417,1061,24.2,7.1,17.1,19.5,1.398,4,0.96,78.645,99.5,11.511397612800977,68.64000000000001,79.98571428571428,83.318,2.9396,5.42,6.7,6.61,486.33333333333337,18.7,295.1333333333333,8.0,-0.5,1,12.14,,,,,,,,,2024-04-08,M60-24
20240409081755,2024-04-09 08:17:55,9,M60-17,600,831,0,77,202,18,0,46,0.0,0.0,0.0,1.93,1775.93,8.5,1.32,0.33,0.61,,,,,,,,,,,,,,9.0,20240409_9,,,,,,M60,,,0.0,20.4,81.7,266,0.381,0.289,1431,0.419,831,24.1,6.8,17.3,19.3,1.385,4,0.75,68.76703296703297,86.0,9.670495003581657,62.620000000000005,63.59375,84.792,2.9396,5.42,6.7,6.61,356.82666666666665,17.5,315.5333333333333,8.5,0.5,1,-7.52,,,,,,,,,2024-04-09,M60-17
20240409082209,2024-04-09 08:22:09,10,M60-17,585,809,0,73,194,20,0,46,0.0,0.0,0.0,1.88,1728.88,9.0,1.39,0.17,0.62,,,,,,,,,,,,,,9.0,20240409_10,,,,,,M60,,,0.0,20.4,81.7,260,0.376,0.281,1394,0.42,809,25.4,7.7,17.7,19.3,1.383,4,0.73,68.18241758241759,84.9,8.773531540591666,61.71999999999999,66.053125,90.484,2.9396,5.42,6.7,6.61,356.82666666666665,17.5,315.5333333333333,9.0,0.5,1,-7.69,,,,,,,,,2024-04-09,M60-17
20240409090247,2024-04-09 09:02:47,14,M60-17,575,796,0,75,191,17,0,43,0.0,0.0,0.0,1.86,1698.86,8.5,2.74,0.35,0.38,,,,,,,,,,,,,,9.0,20240409_14,,,,,,M60,,,0.0,20.4,81.7,251,0.393,0.299,1371,0.419,796,23.9,6.8,17.1,19.2,1.384,4,0.72,65.22475247524751,84.8,8.274347881224452,60.71999999999999,61.30857142857142,85.151,2.9396,5.42,6.7,6.61,356.82666666666665,17.5,315.5333333333333,8.5,-0.5,1,-9.52,,,,,,,,,2024-04-09,M60-17
20240409090734,2024-04-09 09:07:34,15,M60-17,567,786,0,70,190,19,0,44,0.0,0.0,0.0,1.87,1677.87,9.0,1.45,-0.18,0.51,,,,,,,,,,,,,,9.0,20240409_15,,,,,,M60,,,0.0,20.4,81.7,253,0.368,0.277,1353,0.419,786,24.9,7.5,17.4,19.3,1.386,4,0.71,68.09456521739129,84.9,8.292707169692441,61.34,67.26969696969695,94.746,2.9396,5.42,6.7,6.61,356.82666666666665,17.5,315.5333333333333,9.0,0.5,1,-10.69,,,,,,,,,2024-04-09,M60-17
20240409094842,2024-04-09 09:48:42,20,M60-17,759,1061,0,102,257,25,0,58,0.0,0.0,0.0,2.5,2264.5,8.0,0.99,-0.26,0.38,,,,,,,,,,,,,,9.0,20240409_20,,,,,,M60,,,0.0,20.4,81.7,340,0.397,0.3,1820,0.417,1061,24.4,7.4,17.1,19.5,1.398,4,0.96,73.53684210526316,93.9,10.701599021017756,68.17999999999999,70.0939393939394,73.015,2.9396,5.42,6.7,6.61,356.82666666666665,17.5,315.5333333333333,8.0,-1.0,1,11.14,,,,,,,,,2024-04-09,M60-17
20240409095345,2024-04-09 09:53:45,21,M60-17,766,1060,0,98,255,26,0,60,0.0,0.0,0.0,2.51,2267.51,8.5,1.03,0.13,0.28,,,,,,,,,,,,,,9.0,20240409_21,,,,,,M60,,,0.0,20.4,81.7,341,0.384,0.287,1826,0.419,1060,25.2,7.6,17.6,19.4,1.384,4,0.96,77.44583333333334,105.0,11.264989242732945,70.0,75.58809523809524,78.738,2.9396,5.42,6.7,6.61,356.82666666666665,17.5,315.5333333333333,8.5,0.5,1,13.48,,,,,,,,,2024-04-09,M60-17
20240409103756,2024-04-09 10:37:56,26,M60-17,772,1060,0,88,255,29,0,58,0.0,0.0,0.0,2.47,2264.47,10.0,1.15,-0.39,0.28,,,,,,,,,,,,,,9.0,20240409_26,,,,,,M60,,,0.0,20.4,81.7,342,0.345,0.257,1832,0.421,1060,25.4,8.5,17.0,19.0,1.373,4,0.96,87.7162601626016,113.9,14.916201558722836,71.56,93.72325581395349,97.628,2.9396,5.42,6.7,6.61,356.82666666666665,17.5,315.5333333333333,10.0,1.5,1,16.56,,,,,,,,,2024-04-09,M60-17
20240409104410,2024-04-09 10:44:10,27,M60-17,764,1061,0,95,255,28,0,58,0.0,0.0,0.0,2.49,2263.49,9.0,1.06,-0.52,0.38,,,,,,,,,,,,,,9.0,20240409_27,,,,,,M60,,,0.0,20.4,81.7,341,0.373,0.279,1825,0.419,1061,25.2,8.2,17.0,19.3,1.389,4,0.96,85.13140495867769,108.1,12.210251979299686,72.28,89.16190476190475,92.877,2.9396,5.42,6.7,6.61,356.82666666666665,17.5,315.5333333333333,9.0,-1.0,1,14.31,,,,,,,,,2024-04-09,M60-17
20240409142704,2024-04-09 14:27:04,39,M60-24,787,1104,0,111,299,0,0,92,0.0,0.0,0.0,2.94,2395.94,7.5,1.83,-0.25,0.27,6.9,26.4,633.0,637.0,668.0,,,,,,,,,0.0,20240409_39,,,,,,M60,646.0,633.0,646.0,25.0,52.0,391,0.371,0.284,1891,0.416,1104,23.5,0.0,23.5,21.0,1.403,4,1.0,72.40851063829787,102.8,11.199626319511529,71.32000000000001,72.44242424242424,72.442,2.9396,5.42,6.7,6.61,356.82666666666665,17.5,315.5333333333333,7.5,-1.5,1,17.71,,,,,,,,,2024-04-09,M60-24
20240409143140,2024-04-09 14:31:40,40,M60-24,553,763,0,69,207,0,0,63,0.0,0.0,0.0,2.05,1657.05,9.0,2.99,0.18,0.39,,,,,,,,,,,,,,0.0,20240409_40,,,,,,M60,,,0.0,21.0,78.3,270,0.333,0.256,1316,0.42,763,23.3,0.0,23.3,20.5,1.38,4,0.69,68.08924731182798,86.3,7.15733269182155,66.18,68.50312500000001,99.28,2.9396,5.42,6.7,6.61,356.82666666666665,17.5,315.5333333333333,9.0,1.5,1,-11.69,,,,,,,,,2024-04-09,M60-24
20240410081213,2024-04-10 08:12:13,9,M60-17,601,829,0,69,223,0,0,69,0.0,0.0,0.0,1.94,1792.94,10.0,1.47,-0.83,0.36,,,,,,,,,,,,,,0.0,20240410_9,,,,,,M60,,,0.0,23.0,73.7,292,0.309,0.236,1430,0.42,829,23.6,0.0,23.6,20.2,1.379,4,0.75,78.81262135922329,93.5,10.41070844899756,76.14,83.425,111.233,2.9396,5.42,6.7,6.61,356.82666666666665,17.5,315.5333333333333,10.0,1.0,1,-2.44,,,,,,,,,2024-04-10,M60-17
20240410081717,2024-04-10 08:17:17,10,M60-17,600,830,0,68,223,0,0,70,0.0,0.0,0.0,1.96,1792.96,10.0,0.0,-0.99,0.48,,,,,,,,,,,,,,0.0,20240410_10,,,,,,M60,,,0.0,23.0,73.7,293,0.305,0.232,1430,0.42,830,23.9,0.0,23.9,20.2,1.383,4,0.75,76.97592592592592,94.3,10.00041545776206,72.67999999999999,82.06842105263158,109.425,2.9396,5.42,6.7,6.61,356.82666666666665,17.5,315.5333333333333,10.0,0.0,0,-3.44,,,,,,,,,2024-04-10,M60-17
20240410085232,2024-04-10 08:52:32,13,M60-17,574,797,0,71,216,0,0,69,0.0,0.0,0.0,1.86,1728.86,9.0,1.43,-0.35,0.5,,,,,,,,,,,,,,0.0,20240410_13,,,,,,M60,,,0.0,23.0,73.7,285,0.329,0.249,1371,0.419,797,24.2,0.0,24.2,20.6,1.389,4,0.72,75.25,91.4,9.71297388558868,74.25999999999999,79.77272727272727,110.795,2.9396,5.42,6.7,6.61,356.82666666666665,17.5,315.5333333333333,9.0,-1.0,1,-9.69,,,,,,,,,2024-04-10,M60-17
20240410085648,2024-04-10 08:56:48,14,M60-17,568,788,0,66,212,0,0,66,0.0,0.0,0.0,1.84,1701.84,9.5,0.0,-0.53,0.77,,,,,,,,,,,,,,0.0,20240410_14,,,,,,M60,,,0.0,23.0,73.7,278,0.311,0.237,1356,0.419,788,23.7,0.0,23.7,20.2,1.387,4,0.71,75.49361702127658,89.7,10.188466659640396,70.89999999999999,83.42424242424244,117.499,2.9396,5.42,6.7,6.61,356.82666666666665,17.5,315.5333333333333,9.5,0.5,1,-9.84,,,,,,,,,2024-04-10,M60-17
20240410093346,2024-04-10 09:33:46,18,M60-17,760,1061,0,97,287,0,0,87,0.0,0.0,0.0,2.5,2294.5,8.5,0.0,-0.65,0.38,,,,,,,,,,,,,,0.0,20240410_18,,,,,,M60,,,0.0,23.0,73.7,374,0.338,0.259,1821,0.417,1061,23.3,0.0,23.3,20.5,1.396,4,0.96,85.323,106.3,15.316539132584747,85.03999999999999,95.13714285714286,99.101,2.9396,5.42,6.7,6.61,356.82666666666665,17.5,315.5333333333333,8.5,-1.0,1,12.48,,,,,,,,,2024-04-10,M60-17
