日期及時間,配比 ,砂,三分石,六分石,耗用水,耗用II型水泥,耗用矽灰,耗用鋁泥,耗用爐石,耗用減水劑_澆置,耗用緩凝劑,耗用減水劑_離心,耗用藥劑4,耗用小計,扣水率(%),坍度(cm),混凝土溫度(℃),加料轉速,慢速轉速,中速轉速,高速轉速,加料時間,慢速時間,中速時間,高速時間,蒸養池,電流峰值,電流最小值,電流平均值,電流標準差,電流變化幅度,總拌合時間_秒,達到峰值時間_秒,平均溫度,平均濕度,總降水量,平均強度,水灰比,膠結料總量,水膠比,砂石比,設計強度,強度達成率
2025/12/8 08:49,M60,545,746,0,81,196,19,0,38,0.0,0,2.02,0.0,1627.02,5.0,4.9,21.7,270.0,320.0,530.0,930.0,15.0,1.0,2.0,10.0,4.0,88.4,54.6,79.0,6.8,33.8,82.0,23.0,20.7,75.4,0.0,,0.413,253,0.32,0.422,510,
2025/12/10 09:15,M60,578,803,0,85,211,22,0,43,0.0,0,2.03,0.0,1744.03,5.0,3.0,24.2,275.0,320.0,530.0,930.0,13.0,4.0,2.0,11.0,1.0,92.0,54.8,83.8,8.0,37.2,81.0,28.0,20.6,82.3,0.0,,0.403,276,0.308,0.419,510,
2025/12/15 09:19,M60,578,799,0,91,211,21,0,42,0.0,0,2.02,0.0,1744.02,4.0,1.9,21.2,275.0,320.0,530.0,930.0,16.0,3.0,2.0,11.0,4.0,94.0,58.0,85.6,7.5,36.0,83.0,21.0,17.2,61.4,0.0,,0.431,274,0.332,0.42,510,
2025/12/16 09:15,M60,582,796,0,91,211,20,0,41,0.0,0,2.02,0.0,1743.02,4.0,3.0,22.1,275.0,320.0,530.0,930.0,16.0,3.0,2.0,11.0,3.0,94.3,55.7,84.7,8.5,38.6,80.0,22.0,17.8,77.3,0.0,,0.431,272,0.335,0.422,510,
2025/12/22 08:49,M60,527,720,0,81,191,17,0,41,0.0,0,1.86,0.0,1578.86,4.5,8.5,21.9,270.0,320.0,530.0,930.0,16.0,0.0,2.0,10.0,4.0,91.5,56.6,83.3,7.5,34.9,90.0,44.0,18.6,73.3,0.0,,0.424,249,0.325,0.423,510,
2025/12/29 08:48,M60,534,720,0,76,189,17,0,38,0.0,0,1.84,0.0,1575.84,5.5,4.9,20.4,270.0,320.0,530.0,930.0,15.0,2.0,2.0,10.0,2.0,91.5,58.0,82.4,6.8,33.5,80.0,26.0,17.4,82.3,0.0,,0.402,244,0.311,0.426,510,
2025/12/30 08:44,M60,532,724,0,75,191,16,0,39,0.0,0,1.86,0.0,1578.86,6.0,7.9,21.6,270.0,320.0,570.0,930.0,22.0,3.0,2.0,10.0,2.0,89.0,56.5,81.6,6.7,32.5,83.0,32.0,19.1,78.4,0.0,,0.393,246,0.305,0.424,510,
2026/1/12 09:29,S60,874,1187,0,154,323,28,0,64,0.0,0,3.08,0.0,2633.08,2.0,4.9,19.6,220.0,250.0,600.0,1100.0,4.0,1.0,2.0,5.0,2.0,121.2,55.6,97.3,14.7,65.6,83.0,34.0,15.6,58.7,0.0,,0.477,415,0.371,0.424,510,
2026/1/13 09:25,S60,961,1173,0,164,336,30,0,67,0.0,0,3.22,0.0,2734.22,1.5,3.0,21.6,220.0,250.0,600.0,1100.0,4.0,3.0,2.0,5.0,2.0,,,,,,,,17.7,59.1,0.0,,0.488,433,0.379,0.45,510,
2026/1/20 13:22,S60,700,993,0,145,265,24,0,55,0.0,0,1.86,0.0,2183.86,2.0,3.3,23.1,220.0,250.0,600.0,1100.0,4.0,1.0,2.0,5.0,1.0,106.8,56.6,88.8,9.9,50.2,85.0,25.0,16.4,73.8,0.0,,0.547,344,0.422,0.413,510,
2026/1/22 13:26,S60,881,1232,0,172,328,29,0,67,0.0,0,2.34,0.0,2711.34,3.0,4.3,21.4,220.0,250.0,600.0,1100.0,4.0,1.0,2.0,5.0,1.0,130.4,55.5,98.1,16.5,74.9,98.0,32.0,13.6,74.4,0.0,,0.524,424,0.406,0.417,510,
2026/1/26 14:19,S60,876,1231,0,176,329,29,0,68,0.0,0,2.31,0.0,2711.31,2.5,4.2,24.5,220.0,250.0,600.0,1100.0,4.0,2.0,2.0,5.0,1.0,124.5,53.8,92.9,14.5,70.7,96.0,26.0,19.0,85.4,0.0,,0.535,426,0.413,0.416,510,
2026/1/28 13:50,S60,865,1090,121,173,322,28,0,67,0.0,0,2.23,0.0,2668.23,2.5,5.1,23.7,220.0,250.0,600.0,1100.0,4.0,3.0,1.0,6.0,1.0,122.6,57.0,92.9,14.3,65.6,80.0,33.0,15.8,81.0,0.0,,0.537,417,0.415,0.417,510,
2026/2/2 10:08,S60,758,912,103,122,275,24,0,54,0.0,0,1.95,0.0,2249.95,3.0,3.0,20.9,,,,,,,,,,109.6,57.0,93.1,11.6,52.6,86.0,25.0,15.7,92.1,1.5,,0.444,353,0.346,0.428,510,
